CONTENT,INITIATION DATE,RELEVANT DEPARTMENT,CATEGORY
장애인·노인·임산부 등의 편의증진 보장에 관한 법률 일부개정법률안,2021-02-16,보건복지부,보건복지
재난 및 안전관리 기본법 일부개정법률안,2021-02-16,행정안전부,행정
국군간호사관학교 설치법 일부개정법률안,2021-02-16,국방부,외교/통일/국방
복권 및 복권기금법 일부개정법률안,2021-02-16,기획재정부,행정
관세법 일부개정법률안,2021-02-16,기획재정부,행정
중재법 일부개정법률안,2021-02-16,법무부,정치개혁
민사소송법 일부개정법률안,2021-02-16,법무부,정치개혁
각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안,2021-02-16,법제처,정치개혁
선박소유자 등의 책임제한절차에 관한 법률 일부개정법률안,2021-02-16,법무부,정치개혁
개인정보 보호법 일부개정법률안,2021-02-16,개인정보보호위원회,인권/성평등
특정건축물 정리에 관한 특별조치법안,2021-02-16,국토교통부,교통/건축/국토
육군3사관학교 설치법 일부개정법률안,2021-02-16,국방부,외교/통일/국방
도로교통법 일부개정법률안,2021-02-16,경찰청,행정
법원조직법 일부개정법률안,2021-02-16,법제처,정치개혁
