category,title,votes,end date
인권/성평등,개인의 표현의 자유를 빌미로 타인의 권리를 심각하게 침해하는 사례! 1인 시위를 통한 허위사실 유포와 명예훼손에 대해 대책을 촉구합니다.,1130,2019-08-15
안전/환경,성범죄 등의 전과자 전자발찌 위치 확인 앱 개발을 부탁드립니다.,427,2019-08-15
인권/성평등,**그룹 전 회장 김**의 성범죄 피해자 가족입니다. 제발 그를 법정에 세워주세요,8628,2019-08-15
문화/예술/체육/언론,4.3 영령들의 피를 모독하는 *선생의 비리를 고발합니다.,165,2019-08-15
보건복지,추원장 의사면허 영구 박탈 및 의사면허 아웃제 제안 합니다,9503,2019-08-15
문화/예술/체육/언론,최저시급도 지급 안 하며 배우들을 착취하는 통일부 Uni TV 폐지해 주세요.,299,2019-08-15
문화/예술/체육/언론,대한민국 정부는 2020 도쿄올림픽 불참을 공식 선언해 주세요.,2401,2019-08-15
정치개혁,소년법을 개정해주세요,796,2019-08-15
문화/예술/체육/언론,단역배우의서러움,307,2019-08-15
외교/통일/국방,"운전병 입대, 훈련중 사고, 형사재판, 그리고 민사재판 진행중~",17437,2019-08-15
교통/건축/국토,생활물류서비스법에 진짜노동자성을 인정받고싶은 기사들은 직영으로 일할수있도록 선택할수있도록 해주세요,551,2019-08-15
기타,정부는 즉각적이고 강력한 증시활성화 대책을 추진하라.,3260,2019-08-15
외교/통일/국방,정부는 일본의 비열한 술수에 정정당당히 임하십시요,1717,2019-08-15
교통/건축/국토,전국 전세 세입자들의 사망선고의 날,1520,2019-08-15
기타,인천 커피숍 살인사건 가해자 전과 13범 이**  무기징역 선고해주세요,2514,2019-08-15
행정,화물연대 불법행위 강력처벌 및 재발방지방안 수립을 청원합니다,574,2019-08-15
육아/교육,사교육비 제도를 만들어 주세요,147,2019-08-15
보건복지,건강보험에 비급여로 분류되는 사시 수술이 과연 옳은지 의문입니다.,2109,2019-08-15
육아/교육,비리 사립유치원에게 피해를 입은 학부모들에게 돈을 돌려주고 일방적인 폐원을 막아주세요.,442,2019-08-15
기타,대통령님 힘내세요!,94523,2019-08-15
보건복지,이뻐질려고 성형이아닌 살기위해서 성형을해야합니다.,351,2019-08-15
문화/예술/체육/언론,훈민정음 상주본 소유자를 처벌하고 상주본 반환을 즉각 실행하길 바랍니다.,722,2019-08-15
기타,국회사무처를 농단하는 악질적인 패거리에 대한 엄정한 조치를 요구합니다,205,2019-08-15
농산어촌,편법을 적법처럼 이용하는 태양광 발전 시설로 아들 같은 시공사와의 싸움을 막아  주세요 (**군 **면 **리),177,2019-08-15
정치개혁,이재명지사 혈세횡령특별감사촉구,16261,2019-08-15
반려동물,자두를 잔혹하게 살해한 범인을 잡아 강력 처벌해주세요 (동물보호법강화해주세요),211240,2019-08-15
기타,아버지에게,572,2019-08-15
정치개혁,내년 총선때 고양시에 민주당 의원들 출마하지 않게 해주세요,452,2019-08-15
문화/예술/체육/언론,"국내신문의 일본어판의 기사내용에따라, 시기에따라 엠바고하는 법률 청원합니다.",937,2019-08-15
외교/통일/국방,국가 전복을 선동하는 단체와 개인에 대한 처벌법 강화,2173,2019-08-15
육아/교육,경남고등학교 교정에 놓여진 안용백 친일 초대 교장의 흉상을 철거해주십시오.,1081,2019-08-15
외교/통일/국방,동경방사능 올림픽 보이코트 해 주세요!,2590,2019-08-16
성장동력,국책과제 진행 점검을 통한 혈세 낭비 방지,196,2019-08-16
보건복지,법정한부모의 소득인정액 기준을 상향 조정해 주시기를 청원 드립니다.,2172,2019-08-16
교통/건축/국토,민간택지 분양가상한제 검토철회요청 드립니다. 1주택 재건축조합원은 실소유자입니다. 투기꾼이 아닙니다.,7755,2019-08-16
육아/교육,초등생 자녀를 둔 학부모에게 방학 중 단축 근무 허용,237,2019-08-16
안전/환경,건설현장 사망에 대한 안전망 없는 현실에 대해 청원합니다.,1714,2019-08-16
보건복지,저희어머니가 의료사고로 하반신마비가 되었는데 되려 고소를 당하였습니다,2507,2019-08-16
인권/성평등,"자녀 기본증명서(상세, 특정)의 이혼사실과 친권표기를 삭제 해 주세요.",380,2019-08-16
교통/건축/국토,건축물 면적이 등기부등본 = 과세대장 = 건축물관리대장이 일치되게 관리해 주십시오,161,2019-08-16
기타,군인가족 한명으로써 여쭤봅니다,179,2019-08-16
보건복지,모 대학병원의 의료사고 회피! 제발 도와주세요.,602,2019-08-16
미래,자살관련 법 개정을 바꿔주세요,371,2019-08-16
문화/예술/체육/언론,****골프협회 협회장의 퇴진을 청원합니다.,317,2019-08-16
인권/성평등,건설현장에서 억울하게 돌아가셨습니다.. 국민여러분 제발 글 읽어주시고 도와주세요..ㅠㅠ,6954,2019-08-16
문화/예술/체육/언론,도쿄올림픽에서 선수들이 후쿠시마 농산물을 먹지 않게 해주십시오.,1555,2019-08-16
육아/교육,성매수·성범죄 전과가 있는 교사를 피할 수 없는 우리 아이들을 구해주세요.,2194,2019-08-16
문화/예술/체육/언론,관공서의 종이신문 구매중단을 청원합니다.,4924,2019-08-16
육아/교육,몬스터 패어런츠로 부터 학교를 지켜주세요,526,2019-08-16
기타,**군청 공무원3명에게 폭행당했습니다,304,2019-08-17
안전/환경,"평택·당진 산업단지,****** 미세먼지 배출관리엉망 대책 언제까지 참고살아야합니까 .",894,2019-08-17
교통/건축/국토,"""차라리 죽여라""  피눈물 세입자들",3814,2019-08-17
육아/교육,아동학대 어린이집 CCTV 공개요청,8030,2019-08-17
경제민주화,"건강한 국가 발전을 위한 상식 ""준법"" - ***을 적법하게 처벌하라 -",640,2019-08-17
정치개혁,"엽기적인 내로남불 고양시의원, 음주상태 본회의 시정질의 본인 잘못 몰라",363,2019-08-17
정치개혁,이니 하고싶은대로 다 하세요! 이것이 촛불민심이에요!,978,2019-08-17
정치개혁,경기도는 체납관리단 국무회의 언플 즉각 중단하라.,3193,2019-08-17
농산어촌,어선선박 복지공간,158,2019-08-17
기타,독립운동가들과 위안부 피해자들을 비난하는 악성 네티즌의 처벌을 요구합니다.,1596,2019-08-17
기타,불공정거래 그림의 떡,206,2019-08-17
외교/통일/국방,우리 대통령 목을 쳐야 한다는 일본 FNN TV 논설위원 *** *** 강력항의를 부탁합니다.,3833,2019-08-17
경제민주화,국토부 고위공직자 재산 형성과정을 조사해 주세요..,4941,2019-08-17
성장동력,신소재 기술개발 활성화를 위해 소득세법이 개정되어야 합니다,173,2019-08-17
정치개혁,'조선일보'를 여적죄로 고발하려고 합니다. 국민여러분의 동의를 구합니다.,12938,2019-08-17
반려동물,개로인한 사고 피해자입니다,372,2019-08-17
교통/건축/국토,서민을 죽이는 분양가 상한제 꼭 시행해야 합니까?,965,2019-08-17
외교/통일/국방,국방부 심신장애등급 의무심사 보류 구제를 청원합니다,1208,2019-08-17
안전/환경,무허가 축사 적법화의 폐해,173,2019-08-17
교통/건축/국토,***** ******* 아파트 분양관련 조사요청,158,2019-08-17
기타,"(주)*** ****호텔 대표이사 정** , 임원  김** ,  강** 의 불법 행위에 대한 조사 와 처벌을 청원 합니다.",425,2019-08-17
정치개혁,세금을 낭비하는 정부 증세를 중단하고 감세를 시작해라,741,2019-08-17
반려동물,당진한아프트에 쓰레기장에 버려진 생후3개월된강아지,1439,2019-08-17
기타,"부산 **경찰서의 부실수사, 재수사를 요청하여 저희 할아버지의 억울함을 풀어주세요.",299,2019-08-17
외교/통일/국방,대통령이 일본과의 단교를 선언해 주십시오!,780,2019-08-17
육아/교육,**국립과학관에서 일본으로  청소년과학탐구여행추진 반대요청합니다,456,2019-08-17
교통/건축/국토,"불법행위를 방관하는 국토교통부, LH공사 그리고 하남시",357,2019-08-17
행정,이명박 전)대통령 국민참여재판 통해 공정한 재판을 해야 합니다.,781,2019-08-17
육아/교육,자식버린 파렴치한 한의사부부 신원공개해주세요,502,2019-08-17
육아/교육,고등학생 봉사만이라도 없애주세요!,460,2019-08-18
안전/환경,"2020년 도쿄 방사능 올림픽, 선수들 보호차원에서 출전을 중단해 주십시요.",5926,2019-08-18
육아/교육,몹쓸 짓에 이력이 난 사분위(사학분쟁조정위원회)를 혼내 주십시오,247,2019-08-18
인권/성평등,경남 거제에서 발생한 저희 협력사 동료의 폭행사건에 대하여 신속한 조사를 부탁 드립니다.,276,2019-08-18
교통/건축/국토,서민 울리는 조합주택법을 개정해 주세요.,590,2019-08-18
보건복지,골수 기증 1번 림프구 기증 2번 후 에이즈 양성 판정 받았습니다.,601,2019-08-18
문화/예술/체육/언론,2020. 도쿄올림픽 불참(보이콧)을 적절한 시기에 검토해주세요.,2317,2019-08-18
인권/성평등,친구에게 지적장애 저희딸이 성추행 당했습니다,1646,2019-08-18
일자리,갑질하는 함바식당,266,2019-08-18
정치개혁,국회법 32조에 따른 국회의원 수당 환수,2440,2019-08-18
문화/예술/체육/언론,도쿄 올림픽의 방사능 안전성에 대한 ...,890,2019-08-18
교통/건축/국토,정부가 국민에게 사기를 쳐도 되나요?,271,2019-08-18
일자리,사리사욕에 눈이 먼 악덕업체를 고발합니다. 장애인과 함께하는 회사가 망해가고 있습니다.,8048,2019-08-18
보건복지,한부모차량기준완화부탁드립니다 아이들의 생명이 걸린 문제이기도 합니다,871,2019-08-18
반려동물,동물학대자의 동물 소유권을 제한해 주세요,9435,2019-08-18
교통/건축/국토,카풀 사회적대타협 무효화 및 새로운 대타협을 요청합니다,264,2019-08-18
교통/건축/국토,재개발 보상시 토지 보유자들을 보호해 주세요!,154,2019-08-18
행정,**건설이 절대강자이자 포식자인지? 아니면 정부가 무능한 건가요?,1533,2019-08-18
성장동력,"[규정신설] 가짜 관내출장 달고 세금 뽑아 먹은 공무원, 50배 환수 규정 만들어주세여",648,2019-08-21
일자리,없어서 팔지못하는 SUV와 **차 노조,276,2019-08-21
교통/건축/국토,교로교통법63조 청원,206,2019-08-21
행정,서민 울리는 PD수첩 방영 조합아파트 비리 척결해 주세요,1357,2019-08-21
정치개혁,"국회의원 선거시 친일 국회의원 검증을 할 수 있는 ""국회의원친일검증제도"" 가 시행되었으면 합니다.",1865,2019-08-21
교통/건축/국토,대한민국에서 살기가 정말 힘듭니다.,228,2019-08-21
보건복지,국민연금 사망하면 사라지는 국민연금에 대해서 여러분들은 얼마나 알고 계시나요?,735,2019-08-21
경제민주화,***뱅크 허위 과장 광고 및 불법 내부정보 이용 금감원 조사 청원,3489,2019-08-21
성장동력,추경 관련 국민펀드를 제안합니다.,21402,2019-08-21
정치개혁,국민이 정부에게  돈을 빌려주고  정부는 추경안 예산 통과돼면  갚는 [군자금펀드]를 조성합시다.,669,2019-08-21
기타,그린벨트 지역의 이상한 허가 행위,212,2019-08-21
정치개혁,국회를 해산시켜주세요,1400,2019-08-21
외교/통일/국방,저희아버님의 명예를 찾아주세요,234,2019-08-21
경제민주화,***뱅크의 5%정기예금 가입 점당성 확인요청,648,2019-08-21
인권/성평등,*** 집행유예판결한 ***판사 파면시켜주세요,775,2019-08-21
외교/통일/국방,일본의 對韓 수출규제 조치에 대해 자랑스런 대한국민의 하나된 응집력을 발휘하기를 간절희 희망합니다.^^,772,2019-08-21
반려동물,목줄 안한 진돗개에 물려 4시간 30분 수술 후 생사를 오가는 강아지 견주 처벌 (동물보호법) 강화시켜주세요,3501,2019-08-21
문화/예술/체육/언론,조선일보에 광고되는 상품 불매운동을 시작하겠습니다. 정부는 관여하지 마세요.,7045,2019-08-21
인권/성평등,집단폭행및 따돌림,282,2019-08-21
일자리,서울시 공무직 영양사를 폐지하고 식품위생직 9급으로 채용 해 주세요.,420,2019-08-21
외교/통일/국방,대마도는 우리 땅이다!,1073,2019-08-21
교통/건축/국토,장애인특별분양 못받는 중증장애인있어요,218,2019-08-21
문화/예술/체육/언론,'************* 투표 조작'에 대해 해명해주세요,5846,2019-08-21
안전/환경,집바로 앞 고압전주 설치,124,2019-08-21
일자리,전국 20만 휘트니스 종사자들을 보호해 주세요!!,1084,2019-08-21
교통/건축/국토,성남시 분당 아파트 리모델링 반대,157,2019-08-21
반려동물,올바른 반려동물 문화 정착을 위한 법규 강화 검토 요청의 건,412,2019-08-21
저출산/고령화대책,출산장려정책의 문제점과 정책 변화,182,2019-08-21
문화/예술/체육/언론,포털에 올리는 기사에 언론사 표기 부탁합니다.,337,2019-08-21
보건복지,"병원 진단서, 진료 확인서 발급 수수료 1,000원으로 해주세요.",421,2019-08-21
문화/예술/체육/언론,**** 측은 '*************' 생방송 문자 투표 조작 의혹에 대하여 명명백백하게 해명하길 강력히 촉구합니다.,6599,2019-08-21
교통/건축/국토,국토교통부 박선호 차관 해임을 청원합니다.,267,2019-08-21
안전/환경,"소방청, 더 국민에게 봉사 할수 있는 조직으로 만들어야 합니다",438,2019-08-21
